entry_date,exit_date,direction,entry_price,exit_price,lots,pnl,trade_pnl,tp1_hit,outcome,score,regime,setup,duration_bars,equity
2020-01-13 16:20,2020-01-13 17:45,BUY,30933.17,34235.98,0.02,-13.26,32.99,True,TP2,85,STRONG_TREND_UP_HIGHVOL,2,17,9986.74
2020-01-13 18:25,2020-01-13 20:50,BUY,35286.64,39739.51,0.02,53.33,44.49,True,TP2,70,STRONG_TREND_UP,2,29,10053.33
2020-01-14 13:55,2020-01-14 14:35,SELL,27919.48,27919.48,0.02,59.97,-0.03,True,SL,65,STRONG_TREND_DOWN,2,8,10059.97
2020-01-14 22:00,2020-01-14 22:15,BUY,30647.05,29427.28,0.02,35.45,-24.45,False,SL,75,WEAK_TREND_UP,2,3,10035.45
2020-01-15 11:30,2020-01-15 12:15,BUY,30971.48,30971.48,0.02,42.0,-0.03,True,SL,75,WEAK_TREND_UP,2,9,10042.0
2020-01-15 21:50,2020-01-16 17:10,BUY,33407.25,40904.12,0.02,154.26,74.93,True,TP2,70,WEAK_TREND_UP,2,232,10154.26
2020-01-16 18:45,2020-01-16 19:15,BUY,42048.81,41369.39,0.02,140.5,-13.67,False,SL,70,STRONG_TREND_UP,2,6,10140.5
2020-01-16 20:25,2020-01-16 23:10,BUY,42192.74,44254.8,0.02,171.21,20.58,True,TP2,70,STRONG_TREND_UP,2,33,10171.21
2020-01-18 10:40,2020-01-18 12:45,BUY,48968.02,56797.78,0.02,288.4,78.24,True,TP2,70,STRONG_TREND_UP,2,25,10288.4
2020-01-18 17:10,2020-01-18 23:30,BUY,61099.32,64369.69,0.02,353.56,65.28,False,TP2,75,STRONG_TREND_UP,2,76,10353.56
2020-01-20 18:35,2020-01-20 18:40,SELL,57897.04,58863.35,0.02,334.0,-19.44,False,SL,65,STRONG_TREND_DOWN,2,1,10334.0
2020-01-22 07:10,2020-01-22 10:30,SELL,49949.02,47938.6,0.02,366.09,20.06,True,TP2,70,STRONG_TREND_DOWN,1,40,10366.09
2020-01-22 16:00,2020-01-22 16:20,BUY,51036.66,50217.57,0.02,349.51,-16.48,False,SL,70,STRONG_TREND_UP,2,4,10349.51
2020-01-22 17:35,2020-01-22 21:50,BUY,49845.76,49845.76,0.02,361.2,-0.05,True,SL,75,STRONG_TREND_UP,2,51,10361.2
2020-01-23 07:10,2020-01-23 07:25,BUY,49838.47,49144.41,0.02,347.12,-13.98,False,SL,70,STRONG_TREND_UP,2,3,10347.12
2020-01-23 19:40,2020-01-23 20:00,SELL,46717.4,47445.37,0.02,332.37,-14.65,False,SL,70,WEAK_TREND_DOWN,2,4,10332.37
2020-01-24 13:20,2020-01-24 14:35,BUY,48690.98,51429.29,0.02,373.2,27.33,True,TP2,75,STRONG_TREND_UP,2,15,10373.2
2020-01-24 15:45,2020-01-24 19:25,BUY,50441.0,53551.57,0.02,419.6,31.05,True,TP2,65,WEAK_TREND_UP_HIGHVOL,2,44,10419.6
2020-01-24 22:05,2020-01-24 22:15,BUY,53527.2,52379.02,0.02,396.42,-23.07,False,SL,75,STRONG_TREND_UP,2,2,10396.42
2020-01-25 11:40,2020-01-25 12:50,BUY,54016.7,54016.7,0.02,408.27,-0.05,True,SL,70,WEAK_TREND_UP,2,14,10408.27
2020-01-25 14:45,2020-01-25 19:00,BUY,54911.8,53689.52,0.02,383.61,-24.55,False,SL,70,WEAK_TREND_UP,2,51,10383.61
2020-01-26 07:05,2020-01-26 11:25,BUY,54233.29,57182.86,0.02,427.58,29.44,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,52,10427.58
2020-01-26 11:40,2020-01-26 14:55,BUY,57371.79,57371.79,0.02,441.49,-0.06,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,39,10441.49
2020-01-27 07:20,2020-01-27 12:40,BUY,61444.19,66185.77,0.02,512.31,47.35,True,TP2,75,WEAK_TREND_UP_HIGHVOL,2,64,10512.31
2020-01-27 14:05,2020-01-27 15:10,BUY,64713.85,64051.17,0.02,498.8,-13.38,False,SL,75,WEAK_TREND_UP,2,13,10498.8
2020-01-28 14:55,2020-01-28 15:50,BUY,54207.04,53019.84,0.02,474.84,-23.85,False,SL,70,STRONG_TREND_UP,2,11,10474.84
2020-01-28 16:55,2020-01-28 17:20,BUY,53593.66,52529.69,0.02,453.35,-21.38,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,5,10453.35
2020-01-28 21:00,2020-01-28 22:20,SELL,51852.03,52706.06,0.02,436.06,-17.19,False,SL,65,WEAK_TREND_DOWN,2,16,10436.06
2020-01-29 07:50,2020-01-29 10:40,BUY,59657.17,61958.06,0.02,476.8,22.95,True,TP2,75,STRONG_TREND_UP,2,34,10476.8
2020-01-29 11:25,2020-01-29 15:55,BUY,62143.43,60731.45,0.02,448.32,-28.36,False,SL,70,STRONG_TREND_UP,2,54,10448.32
2020-01-29 18:20,2020-01-29 22:10,BUY,62601.35,61764.23,0.02,431.33,-16.87,False,SL,70,WEAK_TREND_UP,2,46,10431.33
2020-01-30 06:05,2020-01-30 09:35,BUY,67175.81,70606.41,0.02,482.46,34.24,True,TP2,70,STRONG_TREND_UP,2,42,10482.46
2020-01-30 11:05,2020-01-30 11:40,BUY,71306.17,70002.8,0.02,456.11,-26.21,False,SL,70,STRONG_TREND_UP,2,7,10456.11
2020-01-30 17:15,2020-01-30 17:30,BUY,75517.59,74620.85,0.02,437.88,-18.08,False,SL,75,WEAK_TREND_UP,2,3,10437.88
2020-01-30 19:50,2020-01-30 20:30,BUY,75533.28,74964.12,0.02,426.19,-11.53,False,SL,75,WEAK_TREND_UP,2,8,10426.19
2020-01-31 16:55,2020-01-31 17:40,SELL,68868.86,70231.5,0.02,398.66,-27.39,False,SL,65,STRONG_TREND_DOWN,2,9,10398.66
2020-02-01 13:35,2020-02-01 15:30,SELL,64164.16,64164.16,0.02,406.52,-0.06,True,SL,65,STRONG_TREND_DOWN,2,23,10406.52
2020-02-01 20:35,2020-02-01 23:30,BUY,69027.33,72658.74,0.02,460.66,36.24,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,35,10460.66
2020-02-02 08:45,2020-02-02 09:50,BUY,78682.45,77178.22,0.02,430.26,-30.24,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,13,10430.26
2020-02-02 10:45,2020-02-02 10:50,BUY,76387.59,75536.04,0.02,412.93,-17.18,False,SL,75,STRONG_TREND_UP,2,1,10412.93
2020-02-02 14:00,2020-02-02 14:40,BUY,76343.75,75532.54,0.02,396.4,-16.38,False,SL,65,STRONG_TREND_UP,2,8,10396.4
2020-02-04 21:30,2020-02-04 21:50,SELL,61044.47,62000.59,0.02,377.03,-19.25,False,SL,60,WEAK_TREND_DOWN_HIGHVOL,2,4,10377.03
2020-02-05 06:30,2020-02-05 09:55,SELL,58001.6,58001.6,0.02,393.26,-0.06,True,SL,75,WEAK_TREND_DOWN,2,41,10393.26
2020-02-05 22:05,2020-02-05 22:15,SELL,58610.02,59619.5,0.02,372.83,-20.31,False,SL,70,STRONG_TREND_DOWN_HIGHVOL,2,2,10372.83
2020-02-06 10:25,2020-02-06 11:20,SELL,54133.23,51611.03,0.02,410.4,25.17,True,TP2,70,STRONG_TREND_DOWN,2,11,10410.4
2020-02-06 12:10,2020-02-06 13:20,SELL,51972.6,53247.42,0.02,384.69,-25.6,False,SL,70,STRONG_TREND_DOWN,2,14,10384.69
2020-02-07 07:40,2020-02-07 08:40,BUY,61970.85,65735.66,0.02,459.36,37.58,True,TP2,65,STRONG_TREND_UP_HIGHVOL,2,12,10459.36
2020-02-07 11:45,2020-02-07 12:55,BUY,64157.31,61029.96,0.02,396.56,-62.67,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,14,10396.56
2020-02-07 15:10,2020-02-08 12:45,SELL,55925.65,44658.45,0.02,565.31,112.63,True,TP2,70,STRONG_TREND_DOWN_HIGHVOL,2,259,10565.31
2020-02-08 14:35,2020-02-08 17:30,SELL,41865.59,38987.88,0.02,608.27,28.74,True,TP2,70,STRONG_TREND_DOWN,2,35,10608.27
2020-02-08 18:40,2020-02-08 21:20,SELL,38314.89,38314.89,0.02,616.08,-0.04,True,SL,70,STRONG_TREND_DOWN,2,32,10616.08
2020-02-10 06:30,2020-02-10 06:45,SELL,43253.31,44494.9,0.02,591.07,-24.92,False,SL,70,STRONG_TREND_DOWN,2,3,10591.07
2020-02-10 11:45,2020-02-10 12:00,SELL,40459.86,40459.86,0.02,624.18,-0.04,True,SL,75,STRONG_TREND_DOWN_HIGHVOL,2,3,10624.18
2020-02-10 20:35,2020-02-12 05:50,SELL,42124.97,32355.93,0.02,770.51,97.66,True,TP2,70,WEAK_TREND_DOWN_HIGHVOL,2,399,10770.51
2020-02-12 07:25,2020-02-12 11:35,SELL,30564.3,31965.97,0.02,742.35,-28.1,False,SL,70,STRONG_TREND_DOWN_HIGHVOL,2,50,10742.35
2020-02-12 11:50,2020-02-12 12:15,SELL,31575.8,32259.06,0.02,728.56,-13.73,False,SL,85,WEAK_TREND_DOWN,2,5,10728.56
2020-02-13 13:00,2020-02-13 13:05,BUY,40936.71,39064.91,0.02,690.96,-37.51,False,SL,65,STRONG_TREND_UP,2,1,10690.96
2020-02-14 12:30,2020-02-14 12:35,BUY,40912.19,43165.47,0.02,723.83,22.49,True,TP2,70,WEAK_TREND_UP_HIGHVOL,2,1,10723.83
2020-02-15 09:05,2020-02-15 10:55,BUY,57629.5,60049.56,0.02,759.84,24.14,True,TP2,70,STRONG_TREND_UP,2,22,10759.84
2020-02-15 11:10,2020-02-15 18:10,BUY,60510.1,60510.1,0.02,773.36,-0.06,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,84,10773.36
2020-02-16 08:20,2020-02-16 09:10,BUY,64098.79,65675.67,0.02,799.88,15.7,True,TP2,70,WEAK_TREND_UP,2,10,10799.88
2020-02-16 10:05,2020-02-16 10:45,BUY,65586.12,64439.3,0.02,776.69,-23.07,False,SL,70,STRONG_TREND_UP,2,8,10776.69
2020-02-16 11:45,2020-02-16 12:35,BUY,64421.16,63665.38,0.02,761.31,-15.24,False,SL,90,WEAK_TREND_UP,2,10,10761.31
2020-02-16 22:55,2020-02-17 00:20,BUY,66476.62,69552.02,0.02,799.59,30.68,True,TP2,70,STRONG_TREND_UP,2,17,10799.59
2020-02-17 07:25,2020-02-17 07:45,BUY,76286.96,74527.82,0.02,764.11,-35.33,False,SL,75,WEAK_TREND_UP,2,4,10764.11
2020-02-17 11:10,2020-02-17 12:10,BUY,75193.54,75193.54,0.02,801.94,-0.08,True,SL,85,WEAK_TREND_UP,2,12,10801.94
2020-02-17 20:05,2020-02-18 04:15,BUY,81143.0,85092.86,0.02,860.8,39.41,True,TP2,70,WEAK_TREND_UP,2,98,10860.8
2020-02-19 09:15,2020-02-19 09:20,BUY,80620.42,79973.6,0.02,847.55,-13.1,False,SL,75,STRONG_TREND_UP,2,1,10847.55
2020-02-19 12:50,2020-02-19 18:40,BUY,82189.38,81090.87,0.02,825.25,-22.13,False,SL,70,STRONG_TREND_UP,2,70,10825.25
2020-02-20 12:30,2020-02-20 13:50,BUY,80682.55,79211.81,0.02,795.51,-29.57,False,SL,70,STRONG_TREND_UP,2,16,10795.51
2020-02-21 13:25,2020-02-21 14:15,SELL,74329.26,75141.71,0.02,778.97,-16.4,False,SL,65,WEAK_TREND_DOWN,2,10,10778.97
2020-02-22 06:50,2020-02-22 09:20,BUY,78436.43,78436.43,0.02,790.01,-0.08,True,SL,70,STRONG_TREND_UP,2,30,10790.01
2020-02-22 12:25,2020-02-22 12:45,BUY,78522.34,78522.34,0.02,798.02,-0.08,True,SL,85,WEAK_TREND_UP,2,4,10798.02
2020-02-22 22:40,2020-02-23 04:25,BUY,77281.96,77281.96,0.02,821.68,-0.08,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,69,10821.68
2020-02-23 07:45,2020-02-23 08:25,BUY,78985.68,78985.68,0.02,831.41,-0.08,True,SL,70,STRONG_TREND_UP,2,8,10831.41
2020-02-23 10:30,2020-02-23 11:05,BUY,78985.15,78049.99,0.02,812.39,-18.86,False,SL,70,WEAK_TREND_UP,2,7,10812.39
2020-02-23 13:45,2020-02-23 14:30,BUY,80925.84,79693.27,0.02,787.42,-24.81,False,SL,70,STRONG_TREND_UP,2,9,10787.42
2020-02-23 15:40,2020-02-23 15:45,BUY,80340.96,80340.96,0.02,794.7,-0.08,True,SL,70,WEAK_TREND_UP,2,1,10794.7
2020-02-23 17:25,2020-02-23 17:50,BUY,80566.26,79192.14,0.02,766.9,-27.64,False,SL,85,STRONG_TREND_UP_HIGHVOL,2,5,10766.9
2020-02-24 18:10,2020-02-24 18:50,BUY,77973.8,77973.8,0.02,773.28,-0.08,True,SL,70,STRONG_TREND_UP,2,8,10773.28
2020-02-25 12:15,2020-02-25 13:10,SELL,73311.18,75446.33,0.02,730.28,-42.85,False,SL,70,STRONG_TREND_DOWN,2,11,10730.28
2020-02-25 13:50,2020-02-25 13:55,BUY,76042.51,74838.93,0.02,705.9,-24.22,False,SL,70,WEAK_TREND_UP,2,1,10705.9
2020-02-25 20:25,2020-02-26 00:55,BUY,81344.05,79953.38,0.02,677.77,-27.97,False,SL,70,WEAK_TREND_UP,2,54,10677.77
2020-02-26 08:15,2020-02-26 10:35,BUY,80215.52,80215.52,0.02,691.84,-0.08,True,SL,75,STRONG_TREND_UP_HIGHVOL,2,28,10691.84
2020-02-26 16:40,2020-02-26 19:10,BUY,84186.2,88182.16,0.02,751.38,39.87,True,TP2,70,STRONG_TREND_UP,2,30,10751.38
2020-02-26 20:20,2020-02-26 21:05,BUY,88378.39,87042.66,0.02,724.32,-26.89,False,SL,70,WEAK_TREND_UP,2,9,10724.32
2020-02-28 07:55,2020-02-28 08:25,BUY,84362.79,83253.3,0.02,701.79,-22.36,False,SL,70,WEAK_TREND_UP,2,6,10701.79
2020-02-28 11:25,2020-02-28 11:35,SELL,82721.06,83215.72,0.02,691.57,-10.06,False,SL,65,STRONG_TREND_DOWN,2,2,10691.57
2020-02-28 18:15,2020-02-28 18:30,SELL,81714.81,82247.9,0.02,680.58,-10.83,False,SL,65,STRONG_TREND_DOWN,2,3,10680.58
2020-02-29 20:35,2020-02-29 21:50,SELL,78478.82,79127.81,0.02,667.28,-13.14,False,SL,70,STRONG_TREND_DOWN,2,15,10667.28
2020-03-01 17:15,2020-03-01 18:45,SELL,75528.79,76334.79,0.02,650.86,-16.27,False,SL,70,STRONG_TREND_DOWN,2,18,10650.86
2020-03-01 19:00,2020-03-01 21:00,SELL,75925.45,76575.78,0.02,637.55,-13.16,False,SL,65,WEAK_TREND_DOWN,2,24,10637.55
2020-03-01 21:25,2020-03-01 21:40,SELL,76176.07,76743.98,0.02,625.88,-11.51,False,SL,75,STRONG_TREND_DOWN,2,3,10625.88
2020-03-02 15:55,2020-03-02 16:45,SELL,73042.05,73918.73,0.02,608.06,-17.68,False,SL,70,STRONG_TREND_DOWN,2,10,10608.06
2020-03-03 07:25,2020-03-03 08:00,SELL,71504.27,71504.27,0.02,613.75,-0.07,True,SL,70,STRONG_TREND_DOWN,2,7,10613.75
2020-03-03 10:15,2020-03-03 11:45,SELL,69576.11,70265.04,0.02,599.7,-13.92,False,SL,70,WEAK_TREND_DOWN,2,18,10599.7
2020-03-03 12:10,2020-03-03 12:30,SELL,70485.95,71092.29,0.02,587.29,-12.27,False,SL,90,STRONG_TREND_DOWN_HIGHVOL,2,4,10587.29
2020-03-04 10:05,2020-03-04 11:50,SELL,71584.45,71584.45,0.02,594.89,-0.07,True,SL,85,WEAK_TREND_DOWN,2,21,10594.89
2020-03-04 12:20,2020-03-05 01:25,SELL,71677.39,71677.39,0.02,614.32,-0.07,True,SL,90,STRONG_TREND_DOWN,2,157,10614.32
2020-03-05 06:50,2020-03-05 08:15,SELL,69917.93,70742.26,0.02,597.55,-16.63,False,SL,70,STRONG_TREND_DOWN,2,17,10597.55
2020-03-05 12:00,2020-03-05 13:15,SELL,70732.76,70732.76,0.02,603.69,-0.07,True,SL,70,STRONG_TREND_DOWN_HIGHVOL,2,15,10603.69
2020-03-07 07:50,2020-03-07 13:20,BUY,84099.28,82741.21,0.02,576.19,-27.33,False,SL,75,WEAK_TREND_UP,2,66,10576.19
2020-03-08 11:25,2020-03-08 12:20,BUY,81988.84,81339.31,0.02,562.87,-13.15,False,SL,75,STRONG_TREND_UP,2,11,10562.87
2020-03-08 17:25,2020-03-08 18:20,BUY,81306.13,80371.17,0.02,543.85,-18.86,False,SL,65,STRONG_TREND_UP,2,11,10543.85
2020-03-09 07:00,2020-03-09 07:10,BUY,80029.71,80029.71,0.02,550.78,-0.08,True,SL,90,WEAK_TREND_UP_HIGHVOL,2,2,10550.78
2020-03-09 10:50,2020-03-09 11:45,BUY,85158.86,83605.05,0.02,519.37,-31.24,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,11,10519.37
2020-03-09 12:40,2020-03-09 14:30,BUY,83843.06,88317.79,0.02,586.1,44.66,True,TP2,70,STRONG_TREND_UP_HIGHVOL,2,22,10586.1
2020-03-10 15:20,2020-03-10 15:30,BUY,92441.33,92441.33,0.02,591.18,-0.09,True,SL,75,STRONG_TREND_UP,2,2,10591.18
2020-03-10 18:25,2020-03-10 20:35,BUY,98143.98,101175.26,0.02,636.2,30.21,True,TP2,70,STRONG_TREND_UP,2,26,10636.2
2020-03-10 21:50,2020-03-10 22:05,BUY,99958.48,99039.88,0.02,617.43,-18.57,False,SL,70,STRONG_TREND_UP,2,3,10617.43
2020-03-11 07:45,2020-03-11 08:05,BUY,97059.64,95977.1,0.02,595.4,-21.84,False,SL,70,STRONG_TREND_UP,2,4,10595.4
2020-03-11 09:15,2020-03-11 10:45,SELL,96191.52,96948.7,0.02,579.87,-15.34,False,SL,65,WEAK_TREND_DOWN,2,18,10579.87
2020-03-11 12:05,2020-03-11 16:30,BUY,97147.66,96151.29,0.02,559.55,-20.12,False,SL,70,STRONG_TREND_UP,2,53,10559.55
2020-03-12 13:10,2020-03-12 16:20,BUY,97572.48,97572.48,0.02,572.63,-0.1,True,SL,85,WEAK_TREND_UP,2,38,10572.63
2020-03-12 16:40,2020-03-12 19:45,BUY,98176.71,98176.71,0.02,588.93,-0.1,True,SL,85,STRONG_TREND_UP,1,37,10588.93
2020-03-13 06:55,2020-03-13 07:15,SELL,95965.54,96522.54,0.02,577.41,-11.33,False,SL,60,STRONG_TREND_DOWN,2,4,10577.41
2020-03-13 10:35,2020-03-13 11:15,BUY,103001.72,99740.21,0.02,511.77,-65.43,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,8,10511.77
2020-03-13 12:15,2020-03-13 18:50,BUY,99133.54,99133.54,0.02,551.02,-0.1,True,SL,75,STRONG_TREND_UP,2,79,10551.02
2020-03-13 19:10,2020-03-13 20:00,BUY,102597.87,99878.61,0.02,496.23,-54.58,False,SL,70,STRONG_TREND_UP,2,10,10496.23
2020-03-13 20:45,2020-03-14 13:15,BUY,102888.76,102888.76,0.02,550.35,-0.1,True,SL,70,WEAK_TREND_UP_HIGHVOL,2,198,10550.35
2020-03-14 18:55,2020-03-14 19:20,BUY,104337.41,101298.33,0.02,489.16,-60.98,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,5,10489.16
2020-03-15 16:00,2020-03-15 16:10,BUY,103333.05,102608.19,0.02,474.25,-14.7,False,SL,85,STRONG_TREND_UP,2,2,10474.25
2020-03-15 19:05,2020-03-15 19:25,BUY,105327.98,104493.52,0.02,457.14,-16.9,False,SL,70,STRONG_TREND_UP,2,4,10457.14
2020-03-15 21:20,2020-03-15 22:50,BUY,104683.53,106821.7,0.02,499.48,42.55,False,TP2,80,STRONG_TREND_UP_HIGHVOL,2,18,10499.48
2020-03-16 12:35,2020-03-16 12:55,BUY,111885.54,115028.94,0.02,546.13,31.32,True,TP2,70,STRONG_TREND_UP,2,4,10546.13
2020-03-16 14:10,2020-03-16 15:20,BUY,114541.68,113103.68,0.02,516.91,-28.99,False,SL,70,STRONG_TREND_UP_HIGHVOL,2,14,10516.91
2020-03-16 16:15,2020-03-16 18:45,BUY,114633.4,114633.4,0.02,533.02,-0.11,True,SL,70,WEAK_TREND_UP,2,30,10533.02
2020-03-16 19:15,2020-03-16 19:25,BUY,114333.67,113280.06,0.02,511.49,-21.3,False,SL,75,WEAK_TREND_UP_HIGHVOL,2,2,10511.49
2020-03-17 09:10,2020-03-17 11:20,SELL,109853.71,107518.69,0.02,554.03,23.24,True,TP2,65,STRONG_TREND_DOWN,2,26,10554.03
2020-03-17 14:00,2020-03-17 16:20,BUY,110794.05,114131.64,0.02,603.6,33.26,True,TP2,70,STRONG_TREND_UP,2,28,10603.6
2020-03-17 21:50,2020-03-18 01:40,BUY,114583.55,113207.8,0.02,575.63,-27.74,False,SL,70,STRONG_TREND_UP,2,46,10575.63
2020-03-18 11:20,2020-03-18 12:55,BUY,112228.93,112228.93,0.02,611.59,-0.11,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,19,10611.59
2020-03-19 12:45,2020-03-19 12:50,SELL,96438.13,98072.52,0.02,578.51,-32.88,False,SL,70,STRONG_TREND_DOWN,2,1,10578.51
2020-03-19 22:30,2020-03-20 00:10,BUY,99684.15,105339.39,0.02,662.89,56.45,True,TP2,65,STRONG_TREND_UP,2,20,10662.89
2020-03-20 08:20,2020-03-20 09:20,BUY,103147.78,101612.24,0.02,631.76,-30.91,False,SL,70,WEAK_TREND_UP,2,12,10631.76
2020-03-20 12:20,2020-03-20 12:35,SELL,100827.2,101970.31,0.02,608.5,-23.07,False,SL,70,WEAK_TREND_DOWN,2,3,10608.5
2020-03-20 18:45,2020-03-20 19:55,BUY,101160.11,101160.11,0.02,616.77,-0.1,True,SL,80,STRONG_TREND_UP,2,14,10616.77
2020-03-20 20:00,2020-03-20 20:15,BUY,101848.06,101064.79,0.02,600.7,-15.87,False,SL,60,STRONG_TREND_UP,2,3,10600.7
2020-03-21 07:20,2020-03-21 07:25,BUY,102208.3,102208.3,0.02,606.25,-0.1,True,SL,75,STRONG_TREND_UP,2,1,10606.25
2020-03-21 22:55,2020-03-22 00:45,BUY,102605.82,102605.82,0.02,620.05,-0.1,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,22,10620.05
2020-03-22 16:30,2020-03-22 17:00,BUY,102899.8,102123.03,0.02,604.1,-15.74,False,SL,70,WEAK_TREND_UP,2,6,10604.1
2020-03-23 11:55,2020-03-23 16:05,BUY,106223.78,106223.78,0.02,621.33,-0.11,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,50,10621.33
2020-03-24 11:05,2020-03-24 13:20,BUY,106613.54,103947.04,0.02,567.58,-53.54,False,SL,70,STRONG_TREND_UP,2,27,10567.58
2020-03-24 17:50,2020-03-24 19:20,BUY,105309.78,104424.45,0.02,549.45,-17.92,False,SL,85,WEAK_TREND_UP,2,18,10549.45
2020-03-25 07:05,2020-03-25 07:20,SELL,97472.08,98117.82,0.02,536.15,-13.11,False,SL,75,STRONG_TREND_DOWN,2,3,10536.15
2020-03-25 13:25,2020-03-25 13:35,SELL,96885.79,97690.37,0.02,519.67,-16.29,False,SL,70,STRONG_TREND_DOWN,2,2,10519.67
2020-03-26 16:55,2020-03-26 19:00,SELL,99436.85,99436.85,0.02,530.51,-0.1,True,SL,70,STRONG_TREND_DOWN,2,25,10530.51
2020-03-27 07:35,2020-03-27 07:50,SELL,84852.04,85600.95,0.02,515.19,-15.15,False,SL,75,WEAK_TREND_DOWN,2,3,10515.19
2020-03-27 22:35,2020-03-27 22:45,BUY,94404.49,91857.67,0.02,463.88,-51.12,False,SL,70,STRONG_TREND_UP,2,2,10463.88
2020-03-28 21:10,2020-03-28 21:35,SELL,86017.46,88630.95,0.02,411.26,-52.45,False,SL,70,STRONG_TREND_DOWN,2,5,10411.26
2020-03-29 08:00,2020-03-29 11:55,SELL,76672.71,76672.71,0.02,430.97,-0.08,True,SL,75,WEAK_TREND_DOWN,2,47,10430.97
2020-03-29 12:05,2020-03-29 13:30,SELL,75777.62,77044.17,0.02,405.34,-25.49,False,SL,75,WEAK_TREND_DOWN,2,17,10405.34
2020-03-29 23:00,2020-03-29 23:05,SELL,79273.49,80179.05,0.02,386.91,-18.27,False,SL,70,STRONG_TREND_DOWN,2,1,10386.91
2020-03-30 06:30,2020-03-30 07:20,SELL,80172.54,80991.41,0.02,370.21,-16.54,False,SL,65,STRONG_TREND_DOWN,2,10,10370.21
2020-03-30 09:25,2020-03-30 09:40,BUY,80763.81,80763.81,0.02,377.45,-0.08,True,SL,70,STRONG_TREND_UP_HIGHVOL,2,3,10377.45
2020-03-31 16:05,2020-03-31 17:05,SELL,86835.89,87614.92,0.02,361.52,-15.76,False,SL,70,STRONG_TREND_DOWN,2,12,10361.52
2020-03-31 18:20,2020-03-31 19:10,SELL,86827.36,87891.22,0.02,339.9,-21.45,False,SL,70,WEAK_TREND_DOWN_HIGHVOL,2,10,10339.9
