open_time,close_time,signal,entry,exit,sl,tp1,tp2,lots,tp1_net_pnl,tp2_net_pnl,net_pnl,result,equity,year
2023-03-06 13:43:32.101101,2023-03-06 13:58:32.101101,1,1989.54093,1951.96717,1951.96717,2064.79301,2087.94654,0.26,0.0,-97.77,-97.77,SL,9680.42,2023
2023-03-06 19:53:32.101101,2023-03-06 21:13:32.101101,-1,2097.19665,1980.90579,2134.1405,2007.70994,1980.90579,0.26,116.29,151.14,267.43,TP2,9947.86,2023
2023-03-07 00:18:32.101101,2023-03-07 01:33:32.101101,1,1706.34118,1667.21727,1667.21727,1897.58611,1948.66081,0.25,0.0,-97.88,-97.88,SL,9849.97,2023
2023-03-07 06:13:32.101101,2023-03-07 08:23:32.101101,-1,1973.00664,1814.51967,2057.66797,1858.49718,1814.51967,0.12,68.69,95.07,163.76,TP2,10013.73,2023
2023-03-07 11:08:32.101101,2023-03-07 12:58:32.101101,-1,2011.80986,1877.08262,2084.85754,1913.89675,1877.08262,0.14,68.52,94.29,162.81,TP2,10176.54,2023
2023-03-07 16:48:32.101101,2023-03-07 17:33:32.101101,-1,2093.97828,2139.11511,2139.11511,1967.19592,1930.97145,0.23,0.0,-103.88,-103.88,SL,10072.66,2023
2023-03-07 23:28:32.101101,2023-03-08 02:23:32.101101,1,1978.87379,1956.15019,1956.15019,2104.30744,2135.47491,0.44,275.89,-50.06,225.83,SL_after_TP1,10298.49,2023
2023-03-08 03:58:32.101101,2023-03-08 04:08:32.101101,1,1780.80054,1752.24369,1752.24369,1948.75685,1991.85835,0.36,0.0,-102.91,-102.91,SL,10195.57,2023
2023-03-08 10:43:32.101101,2023-03-08 10:58:32.101101,-1,1891.61605,1914.70465,1914.70465,1845.06632,1831.53311,0.44,0.0,-101.72,-101.72,SL,10093.85,2023
2023-03-08 15:23:32.101101,2023-03-08 15:53:32.101101,1,1816.64915,1775.40008,1775.40008,1885.37299,1908.34192,0.24,0.0,-99.07,-99.07,SL,9994.78,2023
2023-03-09 02:53:32.101101,2023-03-09 03:38:32.101101,-1,1742.85591,1673.24,1775.52429,1690.58954,1673.24,0.31,0.0,215.72,215.72,TP2,10210.5,2023
2023-03-09 08:28:32.101101,2023-03-09 08:38:32.101101,1,1611.45942,1572.9822,1572.9822,1675.13418,1696.20128,0.27,0.0,-103.97,-103.97,SL,10106.53,2023
2023-03-09 15:38:32.101101,2023-03-09 15:53:32.101101,-1,1629.70403,1656.22967,1656.22967,1571.63664,1554.30757,0.38,0.0,-100.91,-100.91,SL,10005.62,2023
2023-03-09 22:28:32.101101,2023-03-09 22:43:32.101101,-1,1810.35148,1863.44778,1863.44778,1691.19829,1653.59568,0.19,0.0,-100.94,-100.94,SL,9904.68,2023
2023-03-10 02:53:32.101101,2023-03-10 03:28:32.101101,1,1783.85792,1927.01705,1744.94289,1896.23376,1927.01705,0.25,0.0,357.82,357.82,TP2,10262.5,2023
2023-03-10 09:48:32.101101,2023-03-10 09:58:32.101101,1,1751.8816,1707.94837,1707.94837,1839.5732,1867.02382,0.23,0.0,-101.12,-101.12,SL,10161.39,2023
2023-03-10 14:53:32.101101,2023-03-10 16:08:32.101101,-1,1846.05683,1878.81403,1878.81403,1748.21939,1721.02056,0.31,0.0,-101.64,-101.64,SL,10059.75,2023
2023-03-10 19:23:32.101101,2023-03-10 22:28:32.101101,-1,1979.06464,2039.18355,2039.18355,1897.36862,1868.34478,0.17,69.42,-51.13,18.29,SL_after_TP1,10078.04,2023
2023-03-11 01:18:32.101101,2023-03-11 01:33:32.101101,1,1919.14133,1886.49672,1886.49672,1991.22941,2012.053,0.31,0.0,-101.29,-101.29,SL,9976.74,2023
2023-03-11 06:03:32.101101,2023-03-11 09:33:32.101101,-1,2025.2943,1916.98321,2084.60891,1945.49786,1916.98321,0.17,67.8,92.04,159.84,TP2,10136.58,2023
2023-03-11 10:08:32.101101,2023-03-11 12:23:32.101101,1,1847.88368,1792.889,1792.889,1945.00511,1975.74226,0.18,87.38,-49.52,37.86,SL_after_TP1,10174.44,2023
2023-03-11 17:13:32.101101,2023-03-11 17:28:32.101101,-1,1959.84095,2000.60043,2000.60043,1893.38974,1871.54309,0.25,0.0,-101.97,-101.97,SL,10072.47,2023
2023-03-11 22:08:32.101101,2023-03-11 22:38:32.101101,-1,1978.85184,1877.62611,2020.02226,1901.53237,1877.62611,0.24,92.75,121.43,214.18,TP2,10286.65,2023
2023-03-12 02:18:32.101101,2023-03-12 05:48:32.101101,1,1630.32745,1596.87813,1596.87813,1796.51175,1840.81443,0.31,257.54,-51.89,205.65,SL_after_TP1,10492.3,2023
2023-03-12 07:48:32.101101,2023-03-12 08:03:32.101101,1,1554.46114,1519.73568,1519.73568,1674.84554,1707.5599,0.3,0.0,-104.27,-104.27,SL,10388.03,2023
2023-03-12 14:23:32.101101,2023-03-12 16:33:32.101101,-1,1842.62185,1685.63052,1871.17076,1718.08693,1685.63052,0.36,224.11,282.53,506.64,TP2,10894.67,2023
2023-03-12 18:33:32.101101,2023-03-12 18:53:32.101101,1,1643.16565,1608.20051,1608.20051,1731.52205,1757.76747,0.31,0.0,-108.48,-108.48,SL,10786.19,2023
2023-03-12 23:33:32.101101,2023-03-12 23:38:32.101101,-1,1785.86693,1806.1162,1806.1162,1723.70961,1706.58577,0.53,0.0,-107.48,-107.48,SL,10678.71,2023
2023-03-13 11:08:32.101101,2023-03-13 11:13:32.101101,-1,1913.14796,1949.79982,1949.79982,1823.95515,1797.90634,0.29,0.0,-106.38,-106.38,SL,10572.33,2023
2023-03-13 18:38:32.101101,2023-03-13 18:58:32.101101,1,1850.52416,1807.46797,1807.46797,1944.22386,1973.18442,0.25,0.0,-107.72,-107.72,SL,10464.61,2023
2023-03-13 22:43:32.101101,2023-03-13 22:58:32.101101,1,1737.88672,1710.33632,1710.33632,1833.57728,1859.59745,0.38,0.0,-104.81,-104.81,SL,10359.81,2023
2023-03-14 03:38:32.101101,2023-03-14 03:53:32.101101,-1,1857.59381,1890.93061,1890.93061,1784.34775,1762.28345,0.31,0.0,-103.44,-103.44,SL,10256.37,2023
2023-03-14 08:13:32.101101,2023-03-14 10:23:32.101101,1,1810.49106,1766.75634,1766.75634,1917.99633,1950.45346,0.23,123.6,-50.33,73.27,SL_after_TP1,10329.64,2023
2023-03-14 12:23:32.101101,2023-03-14 12:48:32.101101,1,1709.48825,1670.89352,1670.89352,1807.5553,1836.83324,0.27,0.0,-104.29,-104.29,SL,10225.35,2023
2023-03-14 16:23:32.101101,2023-03-14 18:13:32.101101,-1,1898.08079,1773.56575,1965.84078,1807.17187,1773.56575,0.15,0.0,186.73,186.73,TP2,10412.08,2023
2023-03-14 20:28:32.101101,2023-03-14 21:03:32.101101,-1,1952.63737,1991.07195,1991.07195,1873.42987,1849.13495,0.27,0.0,-103.85,-103.85,SL,10308.23,2023
2023-03-15 01:58:32.101101,2023-03-15 02:23:32.101101,-1,2088.21793,1995.04799,2127.76808,2017.89565,1995.04799,0.26,91.38,121.08,212.46,TP2,10520.69,2023
2023-03-15 06:53:32.101101,2023-03-15 09:08:32.101101,1,1770.45653,1708.35054,1708.35054,1904.28647,1946.77707,0.17,0.0,-105.63,-105.63,SL,10415.06,2023
2023-03-15 13:33:32.101101,2023-03-15 13:48:32.101101,-1,1754.85879,1789.86567,1789.86567,1679.13149,1656.25683,0.3,0.0,-105.11,-105.11,SL,10309.95,2023
2023-03-15 20:33:32.101101,2023-03-15 20:48:32.101101,-1,1967.49222,2009.95732,2009.95732,1853.88829,1821.06362,0.24,0.0,-101.99,-101.99,SL,10207.96,2023
2023-03-16 02:28:32.101101,2023-03-16 02:48:32.101101,-1,2492.67465,2550.34595,2550.34595,2326.29251,2277.03223,0.18,0.0,-103.86,-103.86,SL,10104.09,2023
2023-03-16 07:18:32.101101,2023-03-16 07:53:32.101101,-1,2493.40098,2341.37893,2563.23797,2379.92696,2341.37893,0.14,0.0,212.79,212.79,TP2,10316.88,2023
2023-03-16 11:43:32.101101,2023-03-16 11:48:32.101101,-1,2471.08749,2518.54035,2518.54035,2353.91239,2319.89083,0.22,0.0,-104.46,-104.46,SL,10212.42,2023
2023-03-16 15:58:32.101101,2023-03-16 16:38:32.101101,1,2286.93658,2241.45463,2241.45463,2443.60621,2487.13361,0.22,0.0,-100.13,-100.13,SL,10112.29,2023
2023-03-16 22:23:32.101101,2023-03-17 00:48:32.101101,-1,2330.07271,2368.93088,2368.93088,2208.26083,2174.23578,0.26,158.32,-50.55,107.76,SL_after_TP1,10220.06,2023
2023-03-17 03:43:32.101101,2023-03-17 05:23:32.101101,-1,2358.57176,2250.94412,2424.57877,2281.55628,2250.94412,0.15,57.74,80.7,138.44,TP2,10358.49,2023
2023-03-17 09:48:32.101101,2023-03-17 10:23:32.101101,1,2144.39135,2104.31204,2104.31204,2227.92404,2253.07853,0.26,0.0,-104.28,-104.28,SL,10254.21,2023
2023-03-17 14:43:32.101101,2023-03-17 15:23:32.101101,-1,2036.92644,2089.88541,2089.88541,1971.29787,1946.87282,0.19,62.32,-50.34,11.98,SL_after_TP1,10266.19,2023
2023-03-17 22:08:32.101101,2023-03-17 22:13:32.101101,-1,2291.53767,2324.77787,2324.77787,2185.15324,2155.47351,0.31,0.0,-103.14,-103.14,SL,10163.05,2023
2023-03-18 03:23:32.101101,2023-03-18 04:23:32.101101,1,1888.6853,1827.79774,1827.79774,2094.94257,2153.72795,0.17,0.0,-103.56,-103.56,SL,10059.49,2023
2023-03-18 09:03:32.101101,2023-03-18 09:23:32.101101,-1,2006.46071,2036.61819,2036.61819,1872.14463,1836.97605,0.33,0.0,-99.62,-99.62,SL,9959.87,2023
2023-03-18 13:28:32.101101,2023-03-18 13:38:32.101101,-1,2097.55247,2152.76783,2152.76783,2011.018,1981.92485,0.18,0.0,-99.44,-99.44,SL,9860.43,2023
2023-03-18 20:48:32.101101,2023-03-18 22:23:32.101101,-1,2292.39065,2128.72972,2326.65778,2163.15445,2128.72972,0.29,187.35,237.26,424.61,TP2,10285.04,2023
2023-03-19 02:48:32.101101,2023-03-19 03:03:32.101101,-1,2135.75996,2048.14135,2189.51284,2071.67398,2048.14135,0.19,0.0,166.42,166.42,TP2,10451.46,2023
2023-03-19 09:48:32.101101,2023-03-19 09:53:32.101101,1,2010.29579,1984.96871,1984.96871,2114.35599,2141.22592,0.41,0.0,-103.96,-103.96,SL,10347.5,2023
2023-03-19 16:38:32.101101,2023-03-19 18:03:32.101101,1,1825.27513,2011.12022,1775.35871,1969.29426,2011.12022,0.21,151.19,195.11,346.29,TP2,10693.79,2023
2023-03-20 01:08:32.101101,2023-03-20 01:18:32.101101,1,1950.2265,1900.70804,1900.70804,2007.28014,2027.19942,0.22,0.0,-109.01,-109.01,SL,10584.79,2023
2023-03-20 05:23:32.101101,2023-03-20 07:03:32.101101,-1,2043.4855,2096.60141,2096.60141,1976.95623,1952.6376,0.2,0.0,-106.29,-106.29,SL,10478.5,2023
2023-03-20 12:03:32.101101,2023-03-20 12:53:32.101101,1,1930.27519,1895.94346,1895.94346,2015.56778,2040.43039,0.31,0.0,-106.52,-106.52,SL,10371.97,2023
2023-03-20 16:38:32.101101,2023-03-20 16:48:32.101101,1,1727.86475,1693.57867,1693.57867,1849.02261,1882.07392,0.3,0.0,-102.95,-102.95,SL,10269.03,2023
2023-03-20 20:43:32.101101,2023-03-21 02:03:32.101101,-1,1920.43433,1952.34187,1952.34187,1766.74081,1725.46068,0.32,0.0,-102.2,-102.2,SL,10166.83,2023
2023-03-21 07:18:32.101101,2023-03-21 07:33:32.101101,-1,2070.27393,2113.21208,2113.21208,2017.07586,1998.21776,0.24,0.0,-103.12,-103.12,SL,10063.7,2023
2023-03-21 22:48:32.101101,2023-03-22 02:03:32.101101,1,2028.32233,1980.24261,1980.24261,2142.34646,2176.79814,0.21,119.69,-50.52,69.18,SL_after_TP1,10132.88,2023
2023-03-22 09:03:32.101101,2023-03-22 10:33:32.101101,1,2009.99525,2136.63356,1959.09713,2106.64432,2136.63356,0.2,96.62,126.61,223.23,TP2,10356.11,2023
2023-03-22 15:23:32.101101,2023-03-22 15:28:32.101101,1,2094.58151,2059.11572,2059.11572,2155.45578,2175.1651,0.29,0.0,-102.94,-102.94,SL,10253.17,2023
2023-03-22 20:38:32.101101,2023-03-23 00:48:32.101101,1,1805.98481,1955.45549,1733.35398,1916.94962,1955.45549,0.14,77.65,104.61,182.26,TP2,10435.43,2023
2023-03-23 02:28:32.101101,2023-03-23 03:18:32.101101,-1,1992.66921,2035.40652,2035.40652,1907.88721,1881.3756,0.24,0.0,-102.64,-102.64,SL,10332.79,2023
2023-03-23 06:43:32.101101,2023-03-23 06:53:32.101101,-1,2181.62423,2216.7355,2216.7355,2088.96013,2061.68503,0.29,0.0,-101.91,-101.91,SL,10230.88,2023
2023-03-23 10:48:32.101101,2023-03-23 11:28:32.101101,-1,2277.13722,2197.57226,2326.92915,2219.09132,2197.57226,0.21,60.92,83.51,144.43,TP2,10375.31,2023
2023-03-23 15:18:32.101101,2023-03-23 16:43:32.101101,1,2129.22711,2212.68619,2078.98427,2190.61163,2212.68619,0.21,64.42,87.6,152.02,TP2,10527.33,2023
2023-03-23 19:33:32.101101,2023-03-23 20:13:32.101101,-1,2248.71976,2160.11763,2282.97272,2180.3298,2160.11763,0.31,105.96,137.29,243.24,TP2,10770.58,2023
2023-03-24 00:28:32.101101,2023-03-24 00:33:32.101101,-1,2313.67725,2350.80707,2350.80707,2146.12834,2102.29276,0.29,0.0,-107.76,-107.76,SL,10662.81,2023
2023-03-24 04:28:32.101101,2023-03-24 04:48:32.101101,-1,2415.25073,2457.51623,2457.51623,2351.3096,2330.56074,0.25,0.0,-105.74,-105.74,SL,10557.08,2023
2023-03-24 08:58:32.101101,2023-03-24 09:08:32.101101,1,2277.86456,2209.52197,2209.52197,2382.51704,2419.26196,0.15,0.0,-102.56,-102.56,SL,10454.52,2023
2023-03-24 13:23:32.101101,2023-03-24 14:53:32.101101,1,1948.84042,1870.54663,1870.54663,2052.96907,2092.0149,0.13,0.0,-101.82,-101.82,SL,10352.7,2023
2023-03-24 17:33:32.101101,2023-03-24 17:43:32.101101,-1,2064.107,2115.84252,2115.84252,1925.16892,1883.87749,0.2,0.0,-103.53,-103.53,SL,10249.16,2023
2023-03-24 22:43:32.101101,2023-03-24 22:53:32.101101,-1,2367.96465,2454.63415,2454.63415,2208.39532,2155.64136,0.12,0.0,-104.04,-104.04,SL,10145.13,2023
2023-03-25 03:03:32.101101,2023-03-25 04:33:32.101101,1,2365.03955,2318.98958,2318.98958,2462.67563,2492.91845,0.22,107.37,-50.69,56.68,SL_after_TP1,10201.8,2023
2023-03-25 08:13:32.101101,2023-03-25 09:18:32.101101,1,2282.34789,2382.21693,2224.88062,2355.69408,2382.21693,0.18,0.0,179.71,179.71,TP2,10381.51,2023
2023-03-25 12:18:32.101101,2023-03-25 12:23:32.101101,-1,2432.32739,2465.87677,2465.87677,2354.46038,2331.60362,0.31,0.0,-104.1,-104.1,SL,10277.42,2023
2023-03-25 18:18:32.101101,2023-03-25 19:48:32.101101,1,2318.16005,2482.58819,2211.32637,2435.25705,2482.58819,0.1,58.53,82.2,140.73,TP2,10418.15,2023
2023-03-25 22:53:32.101101,2023-03-25 23:03:32.101101,1,2269.52715,2225.44619,2225.44619,2380.71491,2413.05465,0.24,0.0,-105.87,-105.87,SL,10312.28,2023
2023-03-26 03:43:32.101101,2023-03-26 04:58:32.101101,-1,2289.05532,2112.95038,2330.90067,2152.06102,2112.95038,0.25,171.21,220.09,391.3,TP2,10703.58,2023
2023-03-26 11:33:32.101101,2023-03-26 11:43:32.101101,1,1998.50673,1963.77503,1963.77503,2095.86837,2123.66519,0.31,0.0,-107.76,-107.76,SL,10595.82,2023
2023-03-26 18:18:32.101101,2023-03-26 18:33:32.101101,-1,2196.6089,2217.71631,2217.71631,2020.98902,1977.93354,0.5,0.0,-105.69,-105.69,SL,10490.14,2023
2023-03-27 00:43:32.101101,2023-03-27 00:53:32.101101,-1,2275.59222,2321.78689,2321.78689,2185.50231,2157.69984,0.23,0.0,-106.32,-106.32,SL,10383.82,2023
2023-03-27 08:28:32.101101,2023-03-27 08:33:32.101101,1,2128.16463,2085.43176,2085.43176,2184.35792,2203.91913,0.24,0.0,-102.63,-102.63,SL,10281.19,2023
2023-03-27 12:43:32.101101,2023-03-27 23:13:32.101101,-1,2300.97618,2060.73107,2364.20693,2114.57137,2060.73107,0.16,149.1,192.17,341.27,TP2,10622.46,2023
2023-03-27 23:28:32.101101,2023-03-28 01:48:32.101101,1,2081.40933,2196.9136,2026.9241,2168.15448,2196.9136,0.19,82.38,109.7,192.08,TP2,10814.54,2023
2023-03-28 08:03:32.101101,2023-03-28 09:18:32.101101,1,2155.74908,2278.01779,2115.62146,2249.8303,2278.01779,0.27,126.97,165.02,291.99,TP2,11106.53,2023
2023-03-28 12:03:32.101101,2023-03-28 12:28:32.101101,-1,2365.9272,2430.67067,2430.67067,2280.44785,2248.88408,0.17,0.0,-110.11,-110.11,SL,10996.42,2023
2023-03-28 16:33:32.101101,2023-03-28 17:23:32.101101,1,2155.37565,2119.4505,2119.4505,2304.9258,2344.23671,0.31,0.0,-111.46,-111.46,SL,10884.95,2023
2023-03-28 21:33:32.101101,2023-03-28 21:43:32.101101,-1,2447.3931,2493.45931,2493.45931,2267.792,2219.2929,0.24,0.0,-110.63,-110.63,SL,10774.32,2023
2023-03-29 02:03:32.101101,2023-03-29 06:43:32.101101,1,2400.44544,2365.1085,2365.1085,2522.15987,2554.82499,0.3,182.53,-53.05,129.48,SL_after_TP1,10903.8,2023
2023-03-29 06:53:32.101101,2023-03-29 07:08:32.101101,1,2369.83899,2461.4529,2321.77793,2438.0452,2461.4529,0.23,78.4,105.32,183.72,TP2,11087.52,2023
2023-03-29 11:33:32.101101,2023-03-29 13:38:32.101101,1,2156.67705,2305.69808,2119.2595,2272.99557,2305.69808,0.3,0.0,446.97,446.97,TP2,11534.5,2023
2023-03-29 18:28:32.101101,2023-03-29 18:48:32.101101,-1,2513.20597,2576.77815,2576.77815,2428.42018,2397.88127,0.18,0.0,-114.48,-114.48,SL,11420.01,2023
2023-03-29 23:18:32.101101,2023-03-29 23:33:32.101101,1,2624.60202,2548.75472,2548.75472,2721.9427,2757.54074,0.15,0.0,-113.82,-113.82,SL,11306.2,2023
2023-03-30 03:43:32.101101,2023-03-30 04:13:32.101101,1,2544.14386,2463.44018,2463.44018,2679.91705,2726.05175,0.14,0.0,-113.03,-113.03,SL,11193.17,2023
2023-03-30 09:13:32.101101,2023-03-30 11:18:32.101101,1,2275.58117,2223.23534,2223.23534,2423.85447,2466.25523,0.21,0.0,-109.99,-109.99,SL,11083.18,2023
2023-03-30 15:03:32.101101,2023-03-30 15:28:32.101101,-1,2353.00169,2416.15115,2416.15115,2278.78764,2251.38801,0.18,0.0,-113.72,-113.72,SL,10969.46,2023
2023-03-30 21:43:32.101101,2023-03-30 21:48:32.101101,1,2496.12936,2453.47391,2453.47391,2625.64176,2661.45576,0.26,0.0,-110.98,-110.98,SL,10858.48,2023
2023-03-31 03:08:32.101101,2023-03-31 06:08:32.101101,1,2239.13191,2195.89052,2195.89052,2338.0008,2367.1688,0.25,123.55,-54.09,69.46,SL_after_TP1,10927.94,2023
2023-03-31 09:08:32.101101,2023-03-31 09:18:32.101101,-1,2345.74023,2384.08798,2384.08798,2281.98594,2261.60574,0.28,0.0,-107.46,-107.46,SL,10820.48,2023
2023-03-31 14:58:32.101101,2023-03-31 15:58:32.101101,-1,2804.18701,2676.40145,2857.95006,2707.91552,2676.40145,0.2,96.24,127.76,224.0,TP2,11044.47,2023
2023-03-31 19:03:32.101101,2023-03-31 20:13:32.101101,1,2383.9537,2646.10952,2310.83084,2585.76883,2646.10952,0.15,151.34,196.59,347.93,TP2,11392.41,2023
2023-03-31 23:33:32.101101,2023-03-31 23:58:32.101101,-1,2695.653,2776.86649,2776.86649,2553.21991,2505.48156,0.14,0.0,-113.74,-113.74,SL,11278.67,2023
2023-04-01 03:38:32.101101,2023-04-01 04:18:32.101101,-1,2905.5682,2977.85568,2977.85568,2806.5895,2772.12049,0.16,0.0,-115.71,-115.71,SL,11162.96,2023
2023-04-01 08:38:32.101101,2023-04-01 09:08:32.101101,1,2527.22151,2447.40544,2447.40544,2715.03504,2773.02349,0.14,0.0,-111.78,-111.78,SL,11051.17,2023
2023-04-01 16:03:32.101101,2023-04-01 16:08:32.101101,-1,2932.00461,2989.93708,2989.93708,2792.25618,2751.17794,0.19,0.0,-110.13,-110.13,SL,10941.05,2023
2023-04-01 21:03:32.101101,2023-04-01 21:18:32.101101,1,2650.04017,2609.93492,2609.93492,2852.27695,2903.29882,0.27,0.0,-108.37,-108.37,SL,10832.68,2023
2023-04-02 09:43:32.101101,2023-04-02 11:48:32.101101,1,2199.41484,2154.61017,2154.61017,2326.19478,2362.37954,0.24,0.0,-107.6,-107.6,SL,10725.08,2023
2023-04-02 14:08:32.101101,2023-04-02 14:18:32.101101,-1,2260.3485,2181.6038,2309.77967,2202.36212,2181.6038,0.22,0.0,173.17,173.17,TP2,10898.25,2023
2023-04-02 18:23:32.101101,2023-04-02 18:48:32.101101,-1,2596.53493,2641.89946,2641.89946,2401.52048,2348.81914,0.24,0.0,-108.95,-108.95,SL,10789.3,2023
2023-04-02 22:23:32.101101,2023-04-02 22:38:32.101101,-1,2788.48697,2864.83906,2864.83906,2703.13927,2670.59144,0.14,0.0,-106.93,-106.93,SL,10682.37,2023
2023-04-03 03:58:32.101101,2023-04-03 05:58:32.101101,-1,2741.97476,2579.31074,2797.44727,2617.54143,2579.31074,0.19,118.18,154.5,272.69,TP2,10955.05,2023
2023-04-03 08:03:32.101101,2023-04-03 08:08:32.101101,1,2571.2952,2523.07282,2523.07282,2643.84391,2669.11446,0.23,0.0,-110.98,-110.98,SL,10844.07,2023
2023-04-03 14:18:32.101101,2023-04-03 14:58:32.101101,1,2204.63057,2163.82964,2163.82964,2364.16816,2406.41086,0.27,0.0,-110.24,-110.24,SL,10733.83,2023
2023-04-03 22:18:32.101101,2023-04-03 23:33:32.101101,1,2217.44542,2189.73421,2189.73421,2449.46954,2506.91045,0.39,0.0,-108.19,-108.19,SL,10625.64,2023
2023-04-04 03:18:32.101101,2023-04-04 03:28:32.101101,-1,2301.61654,2346.61465,2346.61465,2231.91386,2208.10668,0.24,0.0,-108.07,-108.07,SL,10517.57,2023
2023-04-04 10:08:32.101101,2023-04-04 11:13:32.101101,-1,2701.12606,2751.2576,2751.2576,2406.42134,2329.6572,0.21,0.0,-105.34,-105.34,SL,10412.23,2023
2023-04-04 15:28:32.101101,2023-04-04 15:53:32.101101,1,2542.96742,2471.1282,2471.1282,2664.77492,2705.83896,0.14,0.0,-100.62,-100.62,SL,10311.62,2023
2023-04-04 19:38:32.101101,2023-04-04 22:08:32.101101,1,2184.77214,2400.08041,2127.79711,2351.37981,2400.08041,0.18,149.92,193.75,343.67,TP2,10655.29,2023
2023-04-04 23:53:32.101101,2023-04-04 23:58:32.101101,-1,2502.62024,2533.28869,2533.28869,2323.89424,2278.89807,0.35,0.0,-107.44,-107.44,SL,10547.84,2023
2023-04-05 14:38:32.101101,2023-04-05 14:53:32.101101,1,2500.92888,2443.56458,2443.56458,2621.84527,2659.32644,0.18,0.0,-103.31,-103.31,SL,10444.53,2023
2023-04-05 20:18:32.101101,2023-04-05 20:53:32.101101,-1,2367.71736,2270.90057,2408.32953,2293.70604,2270.90057,0.26,96.18,125.82,222.0,TP2,10666.53,2023
2023-04-06 00:23:32.101101,2023-04-06 00:33:32.101101,-1,2347.49773,2398.66855,2398.66855,2259.28762,2230.68838,0.21,0.0,-107.52,-107.52,SL,10559.01,2023
2023-04-06 04:38:32.101101,2023-04-06 05:38:32.101101,1,2172.15634,2308.87909,2125.65234,2278.03603,2308.87909,0.23,121.73,157.2,278.92,TP2,10837.93,2023
2023-04-06 09:18:32.101101,2023-04-06 09:33:32.101101,-1,2287.70032,2355.18927,2355.18927,2213.8034,2184.24454,0.16,0.0,-108.03,-108.03,SL,10729.9,2023
2023-04-06 13:23:32.101101,2023-04-06 13:28:32.101101,1,2278.81308,2239.57008,2239.57008,2360.29457,2383.98172,0.27,0.0,-106.04,-106.04,SL,10623.86,2023
